"HolderAddress","Balance","PendingBalanceUpdate"
"0x9f2b4211f564a44e95cfa4fd6010029037777777","2,871.565868216281351443","No"
"0x928830e9238153adc59d2f31dc2a21234c848677","2,868.015313257096887893","No"
"0x24d2ce26b873d2efedfdf855a9efed3a58f4b611","2,860.264568498191569846","No"
"0xbbf4f5f2b150d17164d9c69ea24c02f0c4d8400a","2,853.263386407637304917","No"
"0xf3bc7aebba8b4919c267cfe10e8765db1f6471d5","2,851.362279201132013811","No"
"0x254bd5fb03e2d387293721d989fb3e6dff5dcf71","2,826.797678701072902793","No"
"0xafb3a9058dabcd2f15a39feaa35877449cecb57f","2,806.689131476616963608","No"
"0x0ab7bc1922d2d9807f5d59aa6e155dcde8fc1f6e","2,804.156933209627040472","No"
"0x79d1e77a7ea88e9f0bd2a63b59d3129c7fb72baa","2,797.423349130172663765","No"
"0xca1a2fb7f3179d887504966b25d1606978adcd42","2,795.802055432809177258","No"
"0x1043e290260b7d9e00958e75f4a2e65b328a2a39","2,768.61326135217062187","No"
"0xcc6854cb5a0340bf18f1728a13ada0d5b6553268","2,761.600117507183043814","No"
"0xae3a919a6f4d6d8a9e39bb693ed4c6b571ddbaf9","2,754.832280923609114332","No"
